locus_tag	ftype	length_bp	gene	EC_number	COG	product
IENKKHDG_15735	CDS	174				hypothetical protein
IENKKHDG_15736	CDS	123				hypothetical protein
IENKKHDG_15737	CDS	129				hypothetical protein
IENKKHDG_15738	CDS	174				hypothetical protein
IENKKHDG_15739	CDS	123				hypothetical protein
IENKKHDG_15740	CDS	129				hypothetical protein
IENKKHDG_15741	CDS	174				hypothetical protein
IENKKHDG_15742	CDS	123				hypothetical protein
IENKKHDG_15743	CDS	129				hypothetical protein
IENKKHDG_15744	CDS	174				hypothetical protein
IENKKHDG_15745	CDS	123				hypothetical protein
IENKKHDG_15746	CDS	129				hypothetical protein
IENKKHDG_15747	CDS	174				hypothetical protein
IENKKHDG_15748	CDS	174				hypothetical protein
IENKKHDG_15749	CDS	123				hypothetical protein
IENKKHDG_15750	CDS	129				hypothetical protein
IENKKHDG_15751	CDS	174				hypothetical protein
IENKKHDG_15752	CDS	174				hypothetical protein
IENKKHDG_15753	CDS	174				hypothetical protein
IENKKHDG_15754	CDS	174				hypothetical protein
IENKKHDG_15755	CDS	174				hypothetical protein
IENKKHDG_15756	CDS	123				hypothetical protein
IENKKHDG_15757	CDS	129				hypothetical protein
IENKKHDG_15758	CDS	174				hypothetical protein
IENKKHDG_15759	CDS	123				hypothetical protein
IENKKHDG_15760	CDS	129				hypothetical protein
IENKKHDG_15761	CDS	174				hypothetical protein
IENKKHDG_15762	CDS	123				hypothetical protein
IENKKHDG_15763	CDS	129				hypothetical protein
IENKKHDG_15764	CDS	174				hypothetical protein
IENKKHDG_15765	CDS	123				hypothetical protein
IENKKHDG_15766	CDS	129				hypothetical protein
IENKKHDG_15767	CDS	174				hypothetical protein
IENKKHDG_15768	CDS	174				hypothetical protein
IENKKHDG_15769	CDS	123				hypothetical protein
IENKKHDG_15770	CDS	129				hypothetical protein
IENKKHDG_15771	CDS	171				hypothetical protein
IENKKHDG_15772	CDS	120				hypothetical protein
IENKKHDG_15773	CDS	129				hypothetical protein
IENKKHDG_15774	CDS	174				hypothetical protein
IENKKHDG_15775	CDS	123				hypothetical protein
IENKKHDG_15776	CDS	129				hypothetical protein
IENKKHDG_15777	CDS	123				hypothetical protein
IENKKHDG_15778	CDS	129				hypothetical protein
IENKKHDG_15779	CDS	183				hypothetical protein
IENKKHDG_15780	CDS	99				hypothetical protein
IENKKHDG_15781	CDS	129				hypothetical protein
IENKKHDG_15782	CDS	174				hypothetical protein
IENKKHDG_15783	CDS	123				hypothetical protein
IENKKHDG_15784	CDS	129				hypothetical protein
IENKKHDG_15785	CDS	174				hypothetical protein
IENKKHDG_15786	CDS	123				hypothetical protein
IENKKHDG_15787	CDS	129				hypothetical protein
IENKKHDG_15788	CDS	174				hypothetical protein
IENKKHDG_15789	CDS	174				hypothetical protein
IENKKHDG_15790	CDS	123				hypothetical protein
IENKKHDG_15791	CDS	129				hypothetical protein
IENKKHDG_15792	CDS	174				hypothetical protein
IENKKHDG_15793	CDS	174				hypothetical protein
IENKKHDG_15794	CDS	123				hypothetical protein
IENKKHDG_15795	CDS	129				hypothetical protein
IENKKHDG_15796	CDS	174				hypothetical protein
IENKKHDG_15797	CDS	174				hypothetical protein
IENKKHDG_15798	CDS	123				hypothetical protein
IENKKHDG_15799	CDS	129				hypothetical protein
IENKKHDG_15800	CDS	174				hypothetical protein
IENKKHDG_15801	CDS	123				hypothetical protein
IENKKHDG_15802	CDS	129				hypothetical protein
IENKKHDG_15803	CDS	174				hypothetical protein
IENKKHDG_15804	CDS	123				hypothetical protein
IENKKHDG_15805	CDS	129				hypothetical protein
IENKKHDG_15806	CDS	174				hypothetical protein
IENKKHDG_15807	CDS	123				hypothetical protein
IENKKHDG_15808	CDS	129				hypothetical protein
IENKKHDG_15809	CDS	174				hypothetical protein
IENKKHDG_15810	CDS	123				hypothetical protein
IENKKHDG_15811	CDS	129				hypothetical protein
IENKKHDG_15812	CDS	174				hypothetical protein
IENKKHDG_15813	CDS	123				hypothetical protein
IENKKHDG_15814	CDS	129				hypothetical protein
IENKKHDG_15815	CDS	174				hypothetical protein
IENKKHDG_15816	CDS	123				hypothetical protein
IENKKHDG_15817	CDS	129				hypothetical protein
IENKKHDG_15818	CDS	174				hypothetical protein
IENKKHDG_15819	CDS	123				hypothetical protein
IENKKHDG_15820	CDS	129				hypothetical protein
IENKKHDG_15821	CDS	174				hypothetical protein
IENKKHDG_15822	CDS	123				hypothetical protein
IENKKHDG_15823	CDS	129				hypothetical protein
IENKKHDG_15824	CDS	174				hypothetical protein
IENKKHDG_15825	CDS	123				hypothetical protein
IENKKHDG_15826	CDS	129				hypothetical protein
IENKKHDG_15827	CDS	174				hypothetical protein
IENKKHDG_15828	CDS	123				hypothetical protein
IENKKHDG_15829	CDS	129				hypothetical protein
IENKKHDG_15830	CDS	174				hypothetical protein
IENKKHDG_15831	CDS	174				hypothetical protein
IENKKHDG_15832	CDS	123				hypothetical protein
IENKKHDG_15833	CDS	129				hypothetical protein
IENKKHDG_15834	CDS	174				hypothetical protein
IENKKHDG_15835	CDS	123				hypothetical protein
IENKKHDG_15836	CDS	129				hypothetical protein
IENKKHDG_15837	CDS	174				hypothetical protein
IENKKHDG_15838	CDS	174				hypothetical protein
IENKKHDG_15839	CDS	123				hypothetical protein
IENKKHDG_15840	CDS	129				hypothetical protein
IENKKHDG_15841	CDS	174				hypothetical protein
IENKKHDG_15842	CDS	174				hypothetical protein
IENKKHDG_15843	CDS	123				hypothetical protein
IENKKHDG_15844	CDS	129				hypothetical protein
IENKKHDG_15845	CDS	174				hypothetical protein
IENKKHDG_15846	CDS	174				hypothetical protein
IENKKHDG_15847	CDS	123				hypothetical protein
IENKKHDG_15848	CDS	129				hypothetical protein
IENKKHDG_15849	CDS	174				hypothetical protein
IENKKHDG_15850	CDS	174				hypothetical protein
IENKKHDG_15851	CDS	123				hypothetical protein
IENKKHDG_15852	CDS	129				hypothetical protein
IENKKHDG_15853	CDS	174				hypothetical protein
IENKKHDG_15854	CDS	174				hypothetical protein
IENKKHDG_15855	CDS	123				hypothetical protein
IENKKHDG_15856	CDS	129				hypothetical protein
IENKKHDG_15857	CDS	174				hypothetical protein
IENKKHDG_15858	CDS	174				hypothetical protein
IENKKHDG_15859	CDS	123				hypothetical protein
IENKKHDG_15860	CDS	129				hypothetical protein
IENKKHDG_15861	CDS	174				hypothetical protein
IENKKHDG_15862	CDS	174				hypothetical protein
IENKKHDG_15863	CDS	174				hypothetical protein
IENKKHDG_15864	CDS	123				hypothetical protein
IENKKHDG_15865	CDS	129				hypothetical protein
IENKKHDG_15866	CDS	180				hypothetical protein
IENKKHDG_15867	CDS	129				hypothetical protein
IENKKHDG_15868	CDS	174				hypothetical protein
IENKKHDG_15869	CDS	123				hypothetical protein
IENKKHDG_15870	CDS	174				hypothetical protein
IENKKHDG_15871	CDS	123				hypothetical protein
IENKKHDG_15872	CDS	129				hypothetical protein
IENKKHDG_15873	CDS	174				hypothetical protein
IENKKHDG_15874	CDS	123				hypothetical protein
IENKKHDG_15875	CDS	129				hypothetical protein
IENKKHDG_15876	CDS	180				hypothetical protein
IENKKHDG_15877	CDS	138				hypothetical protein
IENKKHDG_15878	CDS	129				hypothetical protein
IENKKHDG_15879	CDS	174				hypothetical protein
IENKKHDG_15880	CDS	123				hypothetical protein
IENKKHDG_15881	CDS	129				hypothetical protein
IENKKHDG_15882	CDS	174				hypothetical protein
IENKKHDG_15883	CDS	174				hypothetical protein
IENKKHDG_15884	CDS	174				hypothetical protein
IENKKHDG_15885	CDS	174				hypothetical protein
IENKKHDG_15886	CDS	123				hypothetical protein
IENKKHDG_15887	CDS	129				hypothetical protein
IENKKHDG_15888	CDS	186				hypothetical protein
IENKKHDG_15889	CDS	102				hypothetical protein
IENKKHDG_15890	CDS	129				hypothetical protein
IENKKHDG_15891	CDS	174				hypothetical protein
IENKKHDG_15892	CDS	123				hypothetical protein
IENKKHDG_15893	CDS	129				hypothetical protein
IENKKHDG_15894	CDS	174				hypothetical protein
IENKKHDG_15895	CDS	174				hypothetical protein
IENKKHDG_15896	CDS	123				hypothetical protein
IENKKHDG_15897	CDS	129				hypothetical protein
IENKKHDG_15898	CDS	174				hypothetical protein
IENKKHDG_15899	CDS	123				hypothetical protein
IENKKHDG_15900	CDS	129				hypothetical protein
IENKKHDG_15901	CDS	174				hypothetical protein
IENKKHDG_15902	CDS	174				hypothetical protein
IENKKHDG_15903	CDS	123				hypothetical protein
IENKKHDG_15904	CDS	129				hypothetical protein
IENKKHDG_15905	CDS	174				hypothetical protein
IENKKHDG_15906	CDS	123				hypothetical protein
IENKKHDG_15907	CDS	129				hypothetical protein
IENKKHDG_15908	CDS	174				hypothetical protein
IENKKHDG_15909	CDS	174				hypothetical protein
IENKKHDG_15910	CDS	123				hypothetical protein
IENKKHDG_15911	CDS	129				hypothetical protein
IENKKHDG_15912	CDS	174				hypothetical protein
IENKKHDG_15913	CDS	123				hypothetical protein
IENKKHDG_15914	CDS	129				hypothetical protein
IENKKHDG_15915	CDS	174				hypothetical protein
IENKKHDG_15916	CDS	174				hypothetical protein
IENKKHDG_15917	CDS	123				hypothetical protein
IENKKHDG_15918	CDS	129				hypothetical protein
IENKKHDG_15919	CDS	174				hypothetical protein
IENKKHDG_15920	CDS	123				hypothetical protein
IENKKHDG_15921	CDS	129				hypothetical protein
IENKKHDG_15922	CDS	174				hypothetical protein
IENKKHDG_15923	CDS	123				hypothetical protein
IENKKHDG_15924	CDS	129				hypothetical protein
IENKKHDG_15925	CDS	174				hypothetical protein
IENKKHDG_15926	CDS	123				hypothetical protein
IENKKHDG_15927	CDS	129				hypothetical protein
IENKKHDG_15928	CDS	174				hypothetical protein
IENKKHDG_15929	CDS	174				hypothetical protein
IENKKHDG_15930	CDS	123				hypothetical protein
IENKKHDG_15931	CDS	129				hypothetical protein
IENKKHDG_15932	CDS	174				hypothetical protein
IENKKHDG_15933	CDS	123				hypothetical protein
IENKKHDG_15934	CDS	129				hypothetical protein
IENKKHDG_15935	CDS	174				hypothetical protein
IENKKHDG_15936	CDS	123				hypothetical protein
IENKKHDG_15937	CDS	129				hypothetical protein
IENKKHDG_15938	CDS	174				hypothetical protein
IENKKHDG_15939	CDS	174				hypothetical protein
IENKKHDG_15940	CDS	123				hypothetical protein
IENKKHDG_15941	CDS	129				hypothetical protein
IENKKHDG_15942	CDS	174				hypothetical protein
IENKKHDG_15943	CDS	123				hypothetical protein
IENKKHDG_15944	CDS	129				hypothetical protein
IENKKHDG_15945	CDS	174				hypothetical protein
IENKKHDG_15946	CDS	123				hypothetical protein
IENKKHDG_15947	CDS	129				hypothetical protein
IENKKHDG_15948	CDS	174				hypothetical protein
IENKKHDG_15949	CDS	123				hypothetical protein
IENKKHDG_15950	CDS	129				hypothetical protein
IENKKHDG_15951	CDS	174				hypothetical protein
IENKKHDG_15952	CDS	174				hypothetical protein
IENKKHDG_15953	CDS	123				hypothetical protein
IENKKHDG_15954	CDS	129				hypothetical protein
IENKKHDG_15955	CDS	174				hypothetical protein
IENKKHDG_15956	CDS	180				hypothetical protein
IENKKHDG_15957	CDS	174				hypothetical protein
IENKKHDG_15958	CDS	123				hypothetical protein
IENKKHDG_15959	CDS	129				hypothetical protein
IENKKHDG_15960	CDS	174				hypothetical protein
IENKKHDG_15961	CDS	123				hypothetical protein
IENKKHDG_15962	CDS	129				hypothetical protein
IENKKHDG_15963	CDS	174				hypothetical protein
IENKKHDG_15964	CDS	174				hypothetical protein
IENKKHDG_15965	CDS	123				hypothetical protein
IENKKHDG_15966	CDS	129				hypothetical protein
IENKKHDG_15967	CDS	174				hypothetical protein
IENKKHDG_15968	CDS	123				hypothetical protein
IENKKHDG_15969	CDS	129				hypothetical protein
IENKKHDG_15970	CDS	174				hypothetical protein
IENKKHDG_15971	CDS	123				hypothetical protein
IENKKHDG_15972	CDS	129				hypothetical protein
IENKKHDG_15973	CDS	174				hypothetical protein
IENKKHDG_15974	CDS	123				hypothetical protein
IENKKHDG_15975	CDS	129				hypothetical protein
IENKKHDG_15976	CDS	174				hypothetical protein
IENKKHDG_15977	CDS	123				hypothetical protein
IENKKHDG_15978	CDS	129				hypothetical protein
IENKKHDG_15979	CDS	174				hypothetical protein
IENKKHDG_15980	CDS	174				hypothetical protein
IENKKHDG_15981	CDS	123				hypothetical protein
IENKKHDG_15982	CDS	129				hypothetical protein
IENKKHDG_15983	CDS	174				hypothetical protein
IENKKHDG_15984	CDS	123				hypothetical protein
IENKKHDG_15985	CDS	129				hypothetical protein
IENKKHDG_15986	CDS	174				hypothetical protein
IENKKHDG_15987	CDS	123				hypothetical protein
IENKKHDG_15988	CDS	129				hypothetical protein
IENKKHDG_15989	CDS	174				hypothetical protein
IENKKHDG_15990	CDS	123				hypothetical protein
IENKKHDG_15991	CDS	129				hypothetical protein
IENKKHDG_15992	CDS	174				hypothetical protein
IENKKHDG_15993	CDS	174				hypothetical protein
IENKKHDG_15994	CDS	174				hypothetical protein
IENKKHDG_15995	CDS	123				hypothetical protein
IENKKHDG_15996	CDS	129				hypothetical protein
IENKKHDG_15997	CDS	174				hypothetical protein
IENKKHDG_15998	CDS	123				hypothetical protein
IENKKHDG_15999	CDS	129				hypothetical protein
IENKKHDG_16000	CDS	174				hypothetical protein
IENKKHDG_16001	CDS	123				hypothetical protein
IENKKHDG_16002	CDS	129				hypothetical protein
IENKKHDG_16003	CDS	174				hypothetical protein
IENKKHDG_16004	CDS	249				hypothetical protein
IENKKHDG_16005	CDS	174				hypothetical protein
IENKKHDG_16006	CDS	123				hypothetical protein
IENKKHDG_16007	CDS	129				hypothetical protein
IENKKHDG_16008	CDS	174				hypothetical protein
IENKKHDG_16009	CDS	123				hypothetical protein
IENKKHDG_16010	CDS	129				hypothetical protein
IENKKHDG_16011	CDS	174				hypothetical protein
IENKKHDG_16012	CDS	174				hypothetical protein
IENKKHDG_16013	CDS	123				hypothetical protein
IENKKHDG_16014	CDS	129				hypothetical protein
IENKKHDG_16015	CDS	174				hypothetical protein
IENKKHDG_16016	CDS	174				hypothetical protein
IENKKHDG_16017	CDS	123				hypothetical protein
IENKKHDG_16018	CDS	129				hypothetical protein
IENKKHDG_16019	CDS	174				hypothetical protein
IENKKHDG_16020	CDS	174				hypothetical protein
IENKKHDG_16021	CDS	123				hypothetical protein
IENKKHDG_16022	CDS	129				hypothetical protein
IENKKHDG_16023	CDS	174				hypothetical protein
IENKKHDG_16024	CDS	123				hypothetical protein
IENKKHDG_16025	CDS	129				hypothetical protein
IENKKHDG_16026	CDS	174				hypothetical protein
IENKKHDG_16027	CDS	123				hypothetical protein
IENKKHDG_16028	CDS	129				hypothetical protein
IENKKHDG_16029	CDS	174				hypothetical protein
IENKKHDG_16030	CDS	123				hypothetical protein
IENKKHDG_16031	CDS	129				hypothetical protein
IENKKHDG_16032	CDS	174				hypothetical protein
IENKKHDG_16033	CDS	123				hypothetical protein
IENKKHDG_16034	CDS	129				hypothetical protein
IENKKHDG_16035	CDS	174				hypothetical protein
IENKKHDG_16036	CDS	123				hypothetical protein
IENKKHDG_16037	CDS	129				hypothetical protein
IENKKHDG_16038	CDS	174				hypothetical protein
IENKKHDG_16039	CDS	123				hypothetical protein
IENKKHDG_16040	CDS	129				hypothetical protein
IENKKHDG_16041	CDS	174				hypothetical protein
IENKKHDG_16042	CDS	123				hypothetical protein
IENKKHDG_16043	CDS	129				hypothetical protein
IENKKHDG_16044	CDS	174				hypothetical protein
IENKKHDG_16045	CDS	174				hypothetical protein
IENKKHDG_16046	CDS	174				hypothetical protein
IENKKHDG_16047	CDS	123				hypothetical protein
IENKKHDG_16048	CDS	129				hypothetical protein
IENKKHDG_16049	CDS	174				hypothetical protein
IENKKHDG_16050	CDS	123				hypothetical protein
IENKKHDG_16051	CDS	129				hypothetical protein
IENKKHDG_16052	CDS	174				hypothetical protein
IENKKHDG_16053	CDS	174				hypothetical protein
IENKKHDG_16054	CDS	123				hypothetical protein
IENKKHDG_16055	CDS	129				hypothetical protein
IENKKHDG_16056	CDS	174				hypothetical protein
IENKKHDG_16057	CDS	123				hypothetical protein
IENKKHDG_16058	CDS	129				hypothetical protein
IENKKHDG_16059	CDS	174				hypothetical protein
IENKKHDG_16060	CDS	123				hypothetical protein
IENKKHDG_16061	CDS	129				hypothetical protein
IENKKHDG_16062	CDS	171				hypothetical protein
IENKKHDG_16063	CDS	111				hypothetical protein
IENKKHDG_16064	CDS	129				hypothetical protein
IENKKHDG_16065	CDS	174				hypothetical protein
IENKKHDG_16066	CDS	123				hypothetical protein
IENKKHDG_16067	CDS	129				hypothetical protein
IENKKHDG_16068	CDS	174				hypothetical protein
IENKKHDG_16069	CDS	174				hypothetical protein
IENKKHDG_16070	CDS	123				hypothetical protein
IENKKHDG_16071	CDS	129				hypothetical protein
IENKKHDG_16072	CDS	174				hypothetical protein
IENKKHDG_16073	CDS	123				hypothetical protein
IENKKHDG_16074	CDS	129				hypothetical protein
IENKKHDG_16075	CDS	174				hypothetical protein
IENKKHDG_16076	CDS	123				hypothetical protein
IENKKHDG_16077	CDS	129				hypothetical protein
IENKKHDG_16078	CDS	174				hypothetical protein
IENKKHDG_16079	CDS	123				hypothetical protein
IENKKHDG_16080	CDS	129				hypothetical protein
IENKKHDG_16081	CDS	174				hypothetical protein
IENKKHDG_16082	CDS	123				hypothetical protein
IENKKHDG_16083	CDS	129				hypothetical protein
IENKKHDG_16084	CDS	174				hypothetical protein
IENKKHDG_16085	CDS	174				hypothetical protein
IENKKHDG_16086	CDS	180				hypothetical protein
IENKKHDG_16087	CDS	105				hypothetical protein
IENKKHDG_16088	CDS	129				hypothetical protein
IENKKHDG_16089	CDS	174				hypothetical protein
IENKKHDG_16090	CDS	123				hypothetical protein
IENKKHDG_16091	CDS	129				hypothetical protein
IENKKHDG_16092	CDS	174				hypothetical protein
IENKKHDG_16093	CDS	186				hypothetical protein
IENKKHDG_16094	CDS	102				hypothetical protein
IENKKHDG_16095	CDS	129				hypothetical protein
IENKKHDG_16096	CDS	174				hypothetical protein
IENKKHDG_16097	CDS	174				hypothetical protein
IENKKHDG_16098	CDS	174				hypothetical protein
IENKKHDG_16099	CDS	123				hypothetical protein
IENKKHDG_16100	CDS	129				hypothetical protein
IENKKHDG_16101	CDS	174				hypothetical protein
IENKKHDG_16102	CDS	123				hypothetical protein
IENKKHDG_16103	CDS	129				hypothetical protein
IENKKHDG_16104	CDS	174				hypothetical protein
IENKKHDG_16105	CDS	123				hypothetical protein
IENKKHDG_16106	CDS	129				hypothetical protein
IENKKHDG_16107	CDS	174				hypothetical protein
IENKKHDG_16108	CDS	174				hypothetical protein
IENKKHDG_16109	CDS	174				hypothetical protein
IENKKHDG_16110	CDS	123				hypothetical protein
IENKKHDG_16111	CDS	129				hypothetical protein
IENKKHDG_16112	CDS	174				hypothetical protein
IENKKHDG_16113	CDS	123				hypothetical protein
IENKKHDG_16114	CDS	129				hypothetical protein
IENKKHDG_16115	CDS	174				hypothetical protein
IENKKHDG_16116	CDS	123				hypothetical protein
IENKKHDG_16117	CDS	129				hypothetical protein
IENKKHDG_16118	CDS	174				hypothetical protein
IENKKHDG_16119	CDS	174				hypothetical protein
IENKKHDG_16120	CDS	123				hypothetical protein
IENKKHDG_16121	CDS	129				hypothetical protein
IENKKHDG_16122	CDS	174				hypothetical protein
IENKKHDG_16123	CDS	123				hypothetical protein
IENKKHDG_16124	CDS	174				hypothetical protein
IENKKHDG_16125	CDS	174				hypothetical protein
IENKKHDG_16126	CDS	123				hypothetical protein
IENKKHDG_16127	CDS	129				hypothetical protein
IENKKHDG_16128	CDS	174				hypothetical protein
IENKKHDG_16129	CDS	123				hypothetical protein
IENKKHDG_16130	CDS	129				hypothetical protein
IENKKHDG_16131	CDS	174				hypothetical protein
IENKKHDG_16132	CDS	174				hypothetical protein
IENKKHDG_16133	CDS	174				hypothetical protein
IENKKHDG_16134	CDS	123				hypothetical protein
IENKKHDG_16135	CDS	129				hypothetical protein
IENKKHDG_16136	CDS	174				hypothetical protein
IENKKHDG_16137	CDS	174				hypothetical protein
IENKKHDG_16138	CDS	174				hypothetical protein
IENKKHDG_16139	CDS	123				hypothetical protein
IENKKHDG_16140	CDS	129				hypothetical protein
IENKKHDG_16141	CDS	174				hypothetical protein
IENKKHDG_16142	CDS	123				hypothetical protein
IENKKHDG_16143	CDS	129				hypothetical protein
IENKKHDG_16144	CDS	174				hypothetical protein
IENKKHDG_16145	CDS	123				hypothetical protein
IENKKHDG_16146	CDS	129				hypothetical protein
IENKKHDG_16147	CDS	174				hypothetical protein
IENKKHDG_16148	CDS	174				hypothetical protein
IENKKHDG_16149	CDS	123				hypothetical protein
IENKKHDG_16150	CDS	129				hypothetical protein
IENKKHDG_16151	CDS	174				hypothetical protein
IENKKHDG_16152	CDS	123				hypothetical protein
IENKKHDG_16153	CDS	129				hypothetical protein
IENKKHDG_16154	CDS	174				hypothetical protein
IENKKHDG_16155	CDS	123				hypothetical protein
IENKKHDG_16156	CDS	129				hypothetical protein
IENKKHDG_16157	CDS	174				hypothetical protein
IENKKHDG_16158	CDS	174				hypothetical protein
IENKKHDG_16159	CDS	123				hypothetical protein
IENKKHDG_16160	CDS	129				hypothetical protein
IENKKHDG_16161	CDS	174				hypothetical protein
IENKKHDG_16162	CDS	174				hypothetical protein
IENKKHDG_16163	CDS	174				hypothetical protein
IENKKHDG_16164	CDS	123				hypothetical protein
IENKKHDG_16165	CDS	129				hypothetical protein
IENKKHDG_16166	CDS	174				hypothetical protein
IENKKHDG_16167	CDS	123				hypothetical protein
IENKKHDG_16168	CDS	129				hypothetical protein
IENKKHDG_16169	CDS	174				hypothetical protein
IENKKHDG_16170	CDS	123				hypothetical protein
IENKKHDG_16171	CDS	129				hypothetical protein
IENKKHDG_16172	CDS	174				hypothetical protein
IENKKHDG_16173	CDS	174				hypothetical protein
IENKKHDG_16174	CDS	123				hypothetical protein
IENKKHDG_16175	CDS	129				hypothetical protein
IENKKHDG_16176	CDS	174				hypothetical protein
IENKKHDG_16177	CDS	123				hypothetical protein
IENKKHDG_16178	CDS	129				hypothetical protein
IENKKHDG_16179	CDS	174				hypothetical protein
IENKKHDG_16180	CDS	174				hypothetical protein
IENKKHDG_16181	CDS	123				hypothetical protein
IENKKHDG_16182	CDS	129				hypothetical protein
IENKKHDG_16183	CDS	174				hypothetical protein
IENKKHDG_16184	CDS	123				hypothetical protein
IENKKHDG_16185	CDS	129				hypothetical protein
IENKKHDG_16186	CDS	174				hypothetical protein
IENKKHDG_16187	CDS	123				hypothetical protein
IENKKHDG_16188	CDS	129				hypothetical protein
IENKKHDG_16189	CDS	174				hypothetical protein
IENKKHDG_16190	CDS	174				hypothetical protein
IENKKHDG_16191	CDS	174				hypothetical protein
IENKKHDG_16192	CDS	123				hypothetical protein
IENKKHDG_16193	CDS	129				hypothetical protein
IENKKHDG_16194	CDS	174				hypothetical protein
IENKKHDG_16195	CDS	123				hypothetical protein
IENKKHDG_16196	CDS	129				hypothetical protein
IENKKHDG_16197	CDS	174				hypothetical protein
IENKKHDG_16198	CDS	123				hypothetical protein
IENKKHDG_16199	CDS	129				hypothetical protein
IENKKHDG_16200	CDS	174				hypothetical protein
IENKKHDG_16201	CDS	174				hypothetical protein
IENKKHDG_16202	CDS	174				hypothetical protein
IENKKHDG_16203	CDS	123				hypothetical protein
IENKKHDG_16204	CDS	129				hypothetical protein
IENKKHDG_16205	CDS	174				hypothetical protein
IENKKHDG_16206	CDS	123				hypothetical protein
IENKKHDG_16207	CDS	129				hypothetical protein
IENKKHDG_16208	CDS	174				hypothetical protein
IENKKHDG_16209	CDS	123				hypothetical protein
IENKKHDG_16210	CDS	129				hypothetical protein
IENKKHDG_16211	CDS	174				hypothetical protein
IENKKHDG_16212	CDS	123				hypothetical protein
IENKKHDG_16213	CDS	129				hypothetical protein
IENKKHDG_16214	CDS	174				hypothetical protein
IENKKHDG_16215	CDS	174				hypothetical protein
IENKKHDG_16216	CDS	174				hypothetical protein
IENKKHDG_16217	CDS	174				hypothetical protein
IENKKHDG_16218	CDS	123				hypothetical protein
IENKKHDG_16219	CDS	129				hypothetical protein
IENKKHDG_16220	CDS	174				hypothetical protein
IENKKHDG_16221	CDS	174				hypothetical protein
IENKKHDG_16222	CDS	123				hypothetical protein
IENKKHDG_16223	CDS	129				hypothetical protein
IENKKHDG_16224	CDS	174				hypothetical protein
IENKKHDG_16225	CDS	123				hypothetical protein
IENKKHDG_16226	CDS	129				hypothetical protein
IENKKHDG_16227	CDS	174				hypothetical protein
IENKKHDG_16228	CDS	213				hypothetical protein
IENKKHDG_16229	CDS	174				hypothetical protein
IENKKHDG_16230	CDS	159				hypothetical protein
IENKKHDG_16231	CDS	129				hypothetical protein
IENKKHDG_16232	CDS	174				hypothetical protein
IENKKHDG_16233	CDS	123				hypothetical protein
IENKKHDG_16234	CDS	129				hypothetical protein
IENKKHDG_16235	CDS	174				hypothetical protein
IENKKHDG_16236	CDS	174				hypothetical protein
IENKKHDG_16237	CDS	174				hypothetical protein
IENKKHDG_16238	CDS	180				hypothetical protein
IENKKHDG_16239	CDS	138				hypothetical protein
IENKKHDG_16240	CDS	129				hypothetical protein
IENKKHDG_16241	CDS	174				hypothetical protein
IENKKHDG_16242	CDS	174				hypothetical protein
IENKKHDG_16243	CDS	123				hypothetical protein
IENKKHDG_16244	CDS	129				hypothetical protein
IENKKHDG_16245	CDS	174				hypothetical protein
IENKKHDG_16246	CDS	123				hypothetical protein
IENKKHDG_16247	CDS	129				hypothetical protein
IENKKHDG_16248	CDS	174				hypothetical protein
IENKKHDG_16249	CDS	123				hypothetical protein
IENKKHDG_16250	CDS	180				hypothetical protein
IENKKHDG_16251	CDS	138				hypothetical protein
IENKKHDG_16252	CDS	129				hypothetical protein
IENKKHDG_16253	CDS	174				hypothetical protein
IENKKHDG_16254	CDS	123				hypothetical protein
IENKKHDG_16255	CDS	129				hypothetical protein
IENKKHDG_16256	CDS	174				hypothetical protein
IENKKHDG_16257	CDS	174				hypothetical protein
IENKKHDG_16258	CDS	123				hypothetical protein
IENKKHDG_16259	CDS	129				hypothetical protein
IENKKHDG_16260	CDS	123				hypothetical protein
IENKKHDG_16261	CDS	129				hypothetical protein
IENKKHDG_16262	CDS	111				hypothetical protein
IENKKHDG_16263	CDS	123				hypothetical protein
IENKKHDG_16264	CDS	129				hypothetical protein
IENKKHDG_16265	CDS	174				hypothetical protein
IENKKHDG_16266	CDS	123				hypothetical protein
IENKKHDG_16267	CDS	129				hypothetical protein
IENKKHDG_16268	CDS	174				hypothetical protein
IENKKHDG_16269	CDS	174				hypothetical protein
IENKKHDG_16270	CDS	123				hypothetical protein
IENKKHDG_16271	CDS	129				hypothetical protein
IENKKHDG_16272	CDS	174				hypothetical protein
IENKKHDG_16273	CDS	123				hypothetical protein
IENKKHDG_16274	CDS	129				hypothetical protein
IENKKHDG_16275	CDS	174				hypothetical protein
IENKKHDG_16276	CDS	123				hypothetical protein
IENKKHDG_16277	CDS	129				hypothetical protein
IENKKHDG_16278	CDS	174				hypothetical protein
IENKKHDG_16279	CDS	123				hypothetical protein
IENKKHDG_16280	CDS	129				hypothetical protein
IENKKHDG_16281	CDS	174				hypothetical protein
IENKKHDG_16282	CDS	123				hypothetical protein
IENKKHDG_16283	CDS	129				hypothetical protein
IENKKHDG_16284	CDS	174				hypothetical protein
IENKKHDG_16285	CDS	123				hypothetical protein
IENKKHDG_16286	CDS	129				hypothetical protein
IENKKHDG_16287	CDS	174				hypothetical protein
IENKKHDG_16288	CDS	123				hypothetical protein
IENKKHDG_16289	CDS	129				hypothetical protein
IENKKHDG_16290	CDS	174				hypothetical protein
IENKKHDG_16291	CDS	174				hypothetical protein
IENKKHDG_16292	CDS	174				hypothetical protein
